17.5,36.5,35.2
2.4,51.9,47.2
20.7,38.9,30.4
8.7,36.6,33.5
7.0,51.9,42.9
26.0,40.9,24.8
47.4,2.4,45.2
25.6,40.8,25.0
0.0,52.0,50.3
5.9,53.0,44.8
47.0,2.4,44.8
5.8,42.9,47.0
15.3,24.0,44.0
37.1,12.0,42.2
